claim_id,policy_type,claim_type,incident_location_type,witnesses_present,agent_flagged_history,police_report_filed,claimant_age,policy_tenure_years,prior_claims_count,days_to_report_claim,claim_amount_kes,estimated_repair_cost_kes,claim_amount_to_policy_limit_ratio,customer_credit_score,claim_status
1098,Auto,Theft,Suburban,Yes,Yes,No,23.0,6.9,2,4.3,313567.0,310451.0,0.232,701.3117373928611,Legitimate
1099,Health,Medical,Urban,Yes,No,,45.0,2.0,0,8.2,81772.0,87162.0,0.296,759.0755409649306,Legitimate
1100,Health,Medical,Urban,Yes,No,,42.0,3.6,0,2.4,86540.0,88335.0,0.367,705.3263973031953,Legitimate
1101,Health,Medical,Suburban,Yes,No,,59.0,1.5,1,4.6,157664.0,171476.0,0.178,646.1726193886911,Legitimate
1102,Auto,Theft,Urban,No,No,Yes,35.0,2.2,1,12.6,122420.0,132726.0,0.356,711.809155666272,Legitimate
1103,Auto,Collision,Suburban,No,No,Yes,26.0,3.7,2,6.8,80676.0,77702.0,0.227,618.5431705470601,Legitimate
1104,Health,Fire,Urban,No,No,No,51.0,9.2,2,2.6,225070.0,229948.0,0.519,,Legitimate
1105,Property,Fire,Rural,Yes,No,No,36.0,2.4,0,1.9,63735.0,62178.0,0.228,671.391017197364,Legitimate
1106,Health,Liability,Suburban,Yes,No,Yes,39.0,9.0,2,4.6,24377.0,26416.0,0.189,570.3125652594125,Legitimate
1107,Property,Collision,Rural,Yes,No,Yes,49.0,1.6,0,2.4,115332.0,110717.0,0.262,818.9100029724718,Legitimate
1108,Auto,Liability,Urban,No,No,No,30.0,7.8,1,11.1,45774.0,45701.0,0.279,597.45684250407,Legitimate
1109,Health,Collision,Suburban,No,No,Yes,59.0,12.5,0,2.5,421960.0,419673.0,0.269,743.3378391427685,Legitimate
1110,Property,Theft,Urban,No,No,No,53.0,2.0,3,3.1,217318.0,206015.0,0.171,645.0986671092913,Legitimate
1111,Health,Theft,Urban,No,No,Yes,53.0,5.6,0,7.7,14608.0,15522.0,0.243,602.7100982156037,Legitimate
1112,Property,Fire,Suburban,No,No,Yes,49.0,3.3,2,5.0,523691.0,476470.0,0.393,654.2854255360488,Legitimate
1113,Property,Liability,Suburban,No,No,Yes,51.0,10.0,0,1.4,130483.0,124804.0,0.18,739.2883376540365,Legitimate
1114,Property,Medical,Suburban,Yes,No,,43.0,6.2,3,3.9,54036.0,55014.0,0.172,634.1818686048402,Legitimate
1115,Health,Theft,Urban,Yes,No,No,18.0,8.3,1,3.4,346926.0,348894.0,0.175,745.4574335005555,Legitimate
1116,Auto,Collision,Suburban,No,No,Yes,20.0,3.5,1,8.2,224259.0,211504.0,0.204,646.675730444537,Legitimate
1117,Health,Collision,Suburban,Yes,No,Yes,36.0,3.0,1,20.1,80917.0,70406.0,0.667,418.55335328223504,Legitimate
1118,Health,Medical,Urban,Yes,No,,46.0,0.6,0,6.7,321107.0,357416.0,0.385,730.5567568102031,Legitimate
1119,Auto,Medical,Urban,No,No,,44.0,4.5,2,5.6,369544.0,358730.0,0.245,529.152132953371,Legitimate
1120,Health,Fire,Urban,Yes,No,Yes,55.0,2.3,0,7.6,276690.0,267188.0,0.322,718.4570811257116,Legitimate
1121,Life,Theft,Rural,No,No,,68.0,4.4,0,3.5,203735.0,210942.0,0.647,506.0702658224501,Legitimate
1122,Auto,Theft,Suburban,Yes,No,No,24.0,4.2,1,3.1,183392.0,159287.0,0.535,627.3054556877731,Fraudulent
1123,Health,Collision,Rural,No,No,Yes,63.0,11.0,0,16.2,170154.0,167483.0,0.47,590.9782569555251,Legitimate
1124,Property,Medical,Suburban,No,No,,27.0,5.7,1,1.9,231682.0,260915.0,0.22,782.941518031441,Legitimate
1125,Property,Liability,Rural,Yes,No,No,18.0,4.5,3,14.2,301216.0,270574.0,0.358,684.7929444866396,Legitimate
1126,Auto,Liability,Suburban,No,No,No,23.0,5.0,0,7.1,318044.0,306485.0,0.418,533.5335821827863,Legitimate
1127,Auto,Collision,Urban,No,No,No,32.0,5.0,0,2.5,58734.0,55506.0,0.175,630.0083351100393,Legitimate
1128,Life,Fire,Urban,No,No,,70.0,3.9,0,0.8,187625.0,199957.0,0.185,704.2807488332056,Legitimate
1129,Property,Theft,Suburban,Yes,Yes,Yes,35.0,12.8,0,8.3,86001.0,79041.0,0.2,551.3839260889563,Legitimate
1130,Life,Theft,Urban,No,No,,37.0,4.8,2,3.5,131572.0,151744.0,0.192,690.4107780561973,Legitimate
1131,Health,Collision,Suburban,No,No,No,43.0,8.6,2,1.4,270695.0,297331.0,0.376,681.5527774313205,Legitimate
1132,Health,Collision,Urban,No,No,Yes,58.0,7.7,2,3.3,391777.0,415542.0,0.439,765.1469467265565,Legitimate
1133,Auto,Medical,Urban,Yes,No,,34.0,4.9,0,1.4,379875.0,369359.0,0.352,731.1486697648941,Legitimate
1134,Property,Liability,Rural,Yes,No,No,40.0,2.8,1,5.8,313782.0,362442.0,0.171,704.6907363762447,Legitimate
1135,Property,Fire,Rural,Yes,No,Yes,34.0,16.9,3,8.0,50179.0,53281.0,0.19,515.1935115721182,Legitimate
1136,Property,Fire,Urban,Yes,Yes,Yes,22.0,13.4,4,4.6,221743.0,222677.0,0.187,661.6328733244522,Legitimate
1137,Health,Collision,Urban,Yes,No,Yes,29.0,3.5,1,7.5,102584.0,92143.0,0.255,686.0641532812713,Legitimate
1138,Auto,Medical,Suburban,Yes,No,,26.0,3.1,0,0.3,65952.0,69131.0,0.231,594.9775063165528,Legitimate
1139,Life,Liability,Suburban,Yes,No,,43.0,5.3,0,2.0,238593.0,253796.0,0.25,757.4025667726564,Legitimate
1140,Auto,Collision,Urban,No,No,No,33.0,7.7,0,11.0,174508.0,184868.0,0.217,508.61937676689706,Legitimate
1141,Auto,Collision,Rural,Yes,No,Yes,34.0,16.7,2,4.5,208961.0,211184.0,0.266,748.5118656255233,Legitimate
1142,Auto,Theft,Rural,No,No,Yes,27.0,8.2,0,1.7,449156.0,418037.0,0.223,598.4285803500746,Legitimate
1143,Property,Collision,Rural,No,No,No,47.0,0.4,1,3.4,240390.0,221939.0,0.244,535.8829570421766,Legitimate
1144,Auto,Collision,Urban,No,No,Yes,38.0,6.2,2,7.0,126480.0,126365.0,0.181,690.7557436826098,Legitimate
1145,Property,Medical,Urban,No,No,,28.0,14.9,0,4.1,249671.0,246494.0,0.3,752.1707712528162,Legitimate
1146,Health,Collision,Urban,Yes,No,No,54.0,2.4,2,10.1,345060.0,357269.0,0.372,771.1182405002845,Legitimate
1147,Life,Collision,Urban,Yes,No,,32.0,6.9,0,1.2,226626.0,244175.0,0.448,531.6525544155733,Legitimate
1148,Life,Collision,Suburban,No,Yes,,33.0,6.2,2,4.3,300356.0,318874.0,0.276,522.7457208701209,Legitimate
1149,Health,Collision,Suburban,Yes,Yes,Yes,41.0,7.2,0,1.8,100312.0,98767.0,0.175,740.5753405266687,Legitimate
1150,Auto,Medical,Rural,Yes,Yes,,25.0,7.2,1,5.7,401692.0,364182.0,0.303,785.5443214276888,Legitimate
1151,Auto,Liability,Suburban,No,No,Yes,51.0,1.4,0,3.2,327251.0,347216.0,0.341,731.5269405196826,Legitimate
1152,Auto,Fire,Urban,No,No,Yes,31.0,3.7,0,9.3,429088.0,377265.0,0.37,566.6619969320566,Legitimate
1153,Auto,Theft,Rural,No,No,No,47.0,8.6,1,7.0,91059.0,87727.0,0.383,689.3251029111756,Legitimate
1154,Property,Liability,Rural,No,No,No,31.0,11.6,0,7.6,431384.0,438462.0,0.393,626.6730639867793,Legitimate
1155,Life,Medical,Rural,No,No,,50.0,1.8,4,0.9,268966.0,252700.0,0.436,742.4968206617094,Legitimate
1156,Auto,Liability,Suburban,No,No,No,32.0,7.8,1,4.7,109628.0,126499.0,0.41,653.5601793152073,Legitimate
1157,Auto,Fire,Urban,Yes,No,Yes,29.0,4.8,1,0.6,212968.0,226009.0,0.456,749.5742073354494,Legitimate
1158,Auto,Liability,Suburban,Yes,No,No,28.0,4.7,0,1.6,315644.0,254196.0,0.295,547.0881084516445,Legitimate
1159,Auto,Medical,Suburban,Yes,No,,35.0,10.5,4,3.1,155319.0,133836.0,0.284,676.3151349837428,Legitimate
1160,Auto,Collision,Suburban,Yes,No,Yes,34.0,9.7,0,9.8,298474.0,380280.0,0.567,686.5902144085629,Legitimate
1161,Property,Theft,Suburban,Yes,No,No,59.0,2.2,2,1.8,256363.0,251967.0,0.437,,Legitimate
1162,Life,Theft,Rural,No,No,,18.0,4.0,2,9.2,8084.0,7917.0,0.162,672.4419634999116,Legitimate
1163,Auto,Collision,Urban,No,No,No,30.0,2.7,0,2.8,162964.0,159073.0,0.277,802.8034455297493,Legitimate
1164,Property,Collision,Urban,Yes,No,No,49.0,4.7,0,5.3,191463.0,202961.0,0.682,689.9765034501823,Legitimate
1165,Health,Collision,Rural,No,No,Yes,31.0,4.3,0,1.1,80336.0,86709.0,0.753,658.4321309925574,Legitimate
1166,Auto,Theft,Urban,No,No,Yes,21.0,10.2,0,9.3,251381.0,249208.0,0.173,750.0326140020893,Legitimate
1167,Health,Medical,Urban,Yes,No,,32.0,11.6,1,3.0,356752.0,384804.0,0.195,641.0036713257994,Legitimate
1168,Property,Theft,Urban,No,No,No,36.0,9.5,0,2.0,108763.0,119290.0,0.231,687.9431975225451,Legitimate
1169,Auto,Medical,Rural,No,Yes,,18.0,2.5,0,5.9,67602.0,65553.0,0.179,815.8949068079694,Legitimate
1170,Life,Fire,Rural,Yes,No,,35.0,2.2,1,2.1,49971.0,45364.0,0.229,697.660663803173,Legitimate
1171,Property,Medical,Suburban,Yes,No,,47.0,0.8,0,4.7,43527.0,42947.0,0.185,650.133879119431,Legitimate
1172,Life,Medical,Rural,Yes,No,,41.0,1.2,0,0.3,79960.0,69999.0,0.247,602.5620243047499,Legitimate
1173,Auto,Liability,Urban,Yes,No,No,47.0,1.5,0,5.3,20851.0,19134.0,0.417,654.9982810572119,Legitimate
1174,Health,Collision,Urban,Yes,No,Yes,50.0,5.4,1,2.0,163399.0,173609.0,0.192,677.3077233173624,Legitimate
1175,Auto,Medical,Urban,No,No,,39.0,6.6,2,10.5,47645.0,44693.0,0.436,611.9732478096231,Legitimate
1176,Auto,Liability,Suburban,Yes,No,Yes,44.0,9.2,0,2.5,86386.0,82963.0,0.226,799.1025099568658,Legitimate
1177,Life,Medical,Urban,No,No,,42.0,1.5,1,2.3,33524.0,32455.0,0.199,,Legitimate
1178,Auto,Theft,Urban,No,No,No,42.0,3.8,1,4.7,49390.0,48275.0,0.192,653.0770646097593,Legitimate
1179,Property,Theft,Suburban,No,No,Yes,55.0,3.2,1,2.1,665755.0,619075.0,0.562,588.6344175811182,Fraudulent
1180,Auto,Collision,Suburban,Yes,No,Yes,52.0,16.2,0,2.1,179293.0,186717.0,0.324,575.263249510209,Legitimate
1181,Property,Collision,Suburban,Yes,No,Yes,49.0,2.6,1,0.2,90298.0,79484.0,0.218,721.2962072462976,Legitimate
1182,Life,Medical,Urban,Yes,No,,64.0,4.2,2,1.8,279983.0,298310.0,0.291,696.5482883972096,Legitimate
1183,Property,Liability,Urban,No,No,Yes,24.0,3.0,0,6.0,691212.0,706073.0,0.429,721.532174712647,Legitimate
1184,Property,Medical,Urban,Yes,No,,29.0,5.1,3,5.8,296301.0,303234.0,0.68,519.0278960559034,Fraudulent
1185,Property,Collision,Suburban,Yes,No,Yes,34.0,2.7,0,1.6,160757.0,182736.0,0.262,772.6107920158979,Legitimate
1186,Auto,Collision,Urban,Yes,No,Yes,24.0,2.1,0,6.3,295056.0,290857.0,0.202,794.2891638781048,Legitimate
1187,Auto,Collision,Rural,No,No,Yes,44.0,0.7,1,12.8,491805.0,580136.0,0.641,539.8478569041071,Fraudulent
1188,Property,Collision,Urban,Yes,Yes,Yes,43.0,4.6,2,1.0,145765.0,150285.0,0.237,,Legitimate
1189,Health,Collision,Urban,No,No,No,39.0,11.2,1,15.2,181078.0,189986.0,0.453,711.7596539439276,Legitimate
1190,Health,Collision,Rural,Yes,No,Yes,31.0,2.5,2,8.2,125183.0,132932.0,0.359,642.4065561415231,Legitimate
1191,Life,Medical,Rural,Yes,No,,43.0,9.7,0,16.0,313164.0,327686.0,0.379,,Legitimate
1192,Property,Collision,Suburban,Yes,No,Yes,18.0,6.9,0,3.6,176552.0,190802.0,0.473,670.7249362556986,Legitimate
1193,Health,Liability,Urban,Yes,No,Yes,18.0,1.6,3,1.5,452040.0,526875.0,0.666,778.4585300695468,Legitimate
1194,Auto,Collision,Urban,No,No,Yes,51.0,4.7,0,7.7,126221.0,135583.0,0.211,522.4414383967517,Legitimate
1195,Property,Collision,Rural,Yes,No,Yes,35.0,6.1,1,3.7,247193.0,254865.0,0.695,491.80415306493774,Legitimate
1196,Property,Fire,Rural,Yes,No,Yes,64.0,5.0,0,5.0,233613.0,246739.0,0.259,,Legitimate
1197,Health,Medical,Rural,No,Yes,,55.0,5.9,0,4.1,64742.0,64753.0,0.357,671.0589533735437,Legitimate
1198,Auto,Fire,Suburban,Yes,No,Yes,26.0,6.9,0,5.7,48773.0,53781.0,0.513,536.5440738845605,Legitimate
1199,Health,Collision,Rural,Yes,No,Yes,54.0,9.4,3,4.3,262757.0,246889.0,0.286,631.2501261576541,Legitimate
1200,Auto,Medical,Suburban,No,No,,20.0,0.7,0,1.1,21811.0,24342.0,0.177,696.3259541307382,Legitimate
1201,Health,Medical,Urban,No,No,,43.0,5.9,2,4.3,97137.0,88455.0,0.219,757.3956755660763,Legitimate
1202,Auto,Medical,Urban,Yes,No,,41.0,6.1,1,3.7,94170.0,87232.0,0.673,674.2376019405461,Legitimate
1203,Life,Theft,Rural,Yes,No,,44.0,4.5,1,1.5,203852.0,193324.0,0.205,722.2966815617106,Legitimate
1204,Health,Liability,Rural,Yes,No,Yes,26.0,11.4,0,7.2,500826.0,529688.0,0.179,675.4309399191671,Legitimate
1205,Auto,Collision,Suburban,No,No,No,34.0,4.6,3,9.4,219908.0,217752.0,0.196,589.9466543320734,Legitimate
1206,Health,Collision,Rural,No,No,No,51.0,3.0,0,7.2,149109.0,129111.0,0.278,600.4173080775988,Legitimate
1207,Life,Collision,Urban,Yes,Yes,,35.0,3.8,0,11.7,171799.0,173221.0,0.328,528.3916105703885,Legitimate
1208,Auto,Medical,Urban,No,No,,32.0,6.0,0,0.8,103084.0,107155.0,0.428,685.54242076509,Legitimate
1209,Health,Collision,Urban,Yes,No,Yes,47.0,14.9,2,3.5,308288.0,302328.0,0.249,586.684653144582,Legitimate
1210,Auto,Theft,Rural,No,No,No,37.0,1.5,1,1.9,120394.0,116162.0,0.4,735.111042064683,Fraudulent
1211,Life,Collision,Urban,No,No,,19.0,4.1,1,4.3,109341.0,100987.0,0.481,697.9398262243175,Legitimate
1212,Life,Collision,Rural,No,No,,41.0,11.4,1,2.3,147656.0,165035.0,0.201,629.6367577946469,Legitimate
1213,Health,Liability,Urban,No,No,Yes,32.0,12.3,2,13.1,63983.0,55435.0,0.236,517.2409381087742,Legitimate
1214,Health,Medical,Rural,No,No,,36.0,12.3,1,1.4,140301.0,138123.0,0.705,,Legitimate
1215,Auto,Collision,Suburban,Yes,No,No,36.0,17.6,2,9.7,185960.0,173186.0,0.212,654.1189123137403,Legitimate
1216,Health,Liability,Urban,Yes,No,Yes,25.0,2.7,2,5.7,51928.0,51604.0,0.207,414.5256587219511,Legitimate
1217,Property,Theft,Urban,Yes,No,Yes,26.0,22.5,2,5.1,22391.0,23350.0,0.196,686.9392726480716,Legitimate
1218,Auto,Theft,Urban,Yes,No,Yes,44.0,12.6,1,2.2,311551.0,303113.0,0.497,611.0447484588695,Legitimate
1219,Auto,Theft,Suburban,No,No,No,22.0,16.3,0,1.4,67454.0,72391.0,0.21,615.4957341138222,Legitimate
1220,Auto,Medical,Urban,No,No,,33.0,1.2,2,3.5,64928.0,69545.0,0.209,,Legitimate
1221,Auto,Liability,Urban,Yes,No,Yes,36.0,3.9,0,4.8,60721.0,57842.0,0.194,,Legitimate
1222,Auto,Fire,Urban,Yes,No,Yes,68.0,10.2,1,4.2,145465.0,157248.0,0.731,608.9596746269758,Legitimate
1223,Life,Fire,Rural,Yes,No,,18.0,1.9,1,12.1,303211.0,256750.0,0.226,689.2415961904763,Legitimate
1224,Property,Medical,Suburban,Yes,No,,52.0,8.0,0,8.0,707434.0,635729.0,0.186,554.9619678350577,Legitimate
1225,Auto,Fire,Urban,Yes,No,Yes,39.0,1.8,0,10.2,57934.0,65250.0,0.43,668.659954095447,Legitimate
1226,Health,Medical,Urban,No,No,,26.0,11.9,2,7.2,42737.0,42277.0,0.238,616.4507242052491,Legitimate
1227,Health,Medical,Suburban,Yes,No,,55.0,14.5,1,0.5,213742.0,193825.0,0.2,665.4538516030613,Legitimate
1228,Health,Collision,Suburban,Yes,No,No,28.0,6.0,0,7.4,77595.0,74067.0,0.181,589.8707862686962,Legitimate
1229,Property,Collision,Suburban,Yes,No,Yes,46.0,7.1,1,2.0,390740.0,429634.0,0.596,594.5563888506983,Legitimate
1230,Property,Medical,Suburban,Yes,No,,53.0,5.5,3,5.3,125711.0,130046.0,0.669,672.1650354225362,Legitimate
1231,Health,Medical,Urban,Yes,No,,43.0,5.8,3,11.4,143416.0,151291.0,0.206,697.030785325694,Legitimate
1232,Health,Liability,Urban,No,No,Yes,25.0,0.5,0,6.3,354182.0,384045.0,0.2,565.6093376798638,Legitimate
1233,Auto,Fire,Suburban,Yes,No,Yes,21.0,2.6,1,11.4,70247.0,67348.0,0.373,604.4761479625525,Legitimate
1234,Health,Collision,Urban,No,No,Yes,24.0,16.3,1,8.8,537291.0,611146.0,0.248,690.1014469476387,Legitimate
1235,Auto,Liability,Rural,No,No,Yes,20.0,3.2,2,8.2,288998.0,228179.0,0.204,769.3123982854414,Legitimate
1236,Life,Collision,Suburban,No,Yes,,18.0,2.9,0,3.3,113249.0,117790.0,0.173,701.0653654291535,Legitimate
1237,Health,Liability,Suburban,Yes,No,Yes,57.0,4.5,2,2.5,349398.0,384246.0,0.43,539.6857555063202,Legitimate
1238,Auto,Collision,Urban,No,No,Yes,39.0,3.0,2,5.7,149774.0,140953.0,0.23,698.333255542869,Legitimate
1239,Property,Collision,Rural,Yes,No,Yes,28.0,11.6,2,6.4,161550.0,148742.0,0.189,677.2661745003364,Legitimate
1240,Auto,Collision,Suburban,Yes,No,No,26.0,9.7,0,4.7,48594.0,52757.0,0.372,531.1065722726905,Legitimate
1241,Auto,Theft,Urban,No,No,Yes,24.0,6.6,1,1.5,85187.0,87139.0,0.374,684.8184231255386,Legitimate
1242,Auto,Medical,Suburban,No,No,,41.0,3.2,0,2.7,195086.0,191399.0,0.386,498.63420301814716,Legitimate
1243,Property,Collision,Urban,Yes,No,Yes,50.0,2.1,2,15.1,94302.0,97544.0,0.758,714.8022485330225,Legitimate
1244,Health,Theft,Rural,No,No,Yes,38.0,1.4,0,5.6,36419.0,33626.0,0.347,618.5456022438893,Legitimate
1245,Auto,Theft,Urban,Yes,No,Yes,44.0,5.8,1,1.3,402273.0,431288.0,0.254,,Legitimate
1246,Auto,Medical,Rural,No,No,,70.0,6.4,0,2.8,180613.0,190391.0,0.551,692.707614166888,Legitimate
1247,Health,Medical,Urban,Yes,No,,60.0,4.0,1,16.2,102536.0,104578.0,0.204,621.1739872279893,Legitimate
1248,Auto,Collision,Suburban,Yes,No,No,43.0,2.4,0,4.3,530565.0,553074.0,0.244,554.1750195261153,Legitimate
1249,Auto,Collision,Rural,No,No,Yes,32.0,1.2,3,6.9,350898.0,323383.0,0.232,631.0603088413761,Legitimate
1250,Auto,Collision,Suburban,Yes,No,Yes,37.0,13.4,2,3.8,223161.0,203695.0,0.33,,Legitimate
1251,Health,Collision,Urban,No,No,No,64.0,3.8,1,2.4,73703.0,71813.0,0.351,555.578798274403,Legitimate
1252,Auto,Medical,Urban,Yes,No,,19.0,3.2,1,1.8,212520.0,193571.0,0.425,,Legitimate
1253,Auto,Medical,Urban,Yes,No,,77.0,2.1,0,1.2,105591.0,108405.0,0.192,,Legitimate
1254,Health,Collision,Rural,No,No,Yes,41.0,14.3,0,3.9,158366.0,164028.0,0.343,620.3182462334112,Legitimate
1255,Health,Theft,Rural,No,No,Yes,31.0,0.5,1,3.8,305001.0,303419.0,0.291,,Legitimate
1256,Auto,Fire,Rural,No,No,Yes,45.0,0.4,0,5.2,164159.0,170099.0,0.421,452.1305437005033,Legitimate
1257,Auto,Collision,Suburban,No,Yes,Yes,33.0,1.5,0,8.8,147797.0,166469.0,0.378,584.9894792778057,Fraudulent
1258,Life,Collision,Urban,Yes,No,,52.0,4.7,1,2.7,71147.0,73381.0,0.37,644.3935354947739,Legitimate
1259,Health,Medical,Rural,No,No,,35.0,2.2,3,5.7,139836.0,160132.0,0.278,527.6060959218953,Legitimate
1260,Life,Medical,Suburban,No,Yes,,43.0,3.7,0,5.3,225851.0,242321.0,0.412,,Legitimate
1261,Life,Medical,Suburban,Yes,No,,18.0,2.4,0,0.6,380993.0,348528.0,0.203,580.3182042537409,Legitimate
1262,Auto,Collision,Urban,Yes,No,Yes,40.0,6.6,2,4.0,177567.0,169161.0,0.315,640.6037506867883,Legitimate
1263,Auto,Theft,Suburban,No,No,No,24.0,4.3,0,1.6,369970.0,350276.0,0.187,776.2504661682343,Legitimate
1264,Auto,Collision,Urban,No,No,Yes,27.0,7.4,0,13.2,165408.0,161277.0,0.201,653.5416239205649,Legitimate
1265,Health,Collision,Rural,No,No,No,52.0,4.8,1,4.3,46079.0,47130.0,0.564,674.5604658006143,Fraudulent
1266,Auto,Liability,Urban,No,No,Yes,39.0,6.7,0,12.6,22055.0,20197.0,0.18,511.02688041925893,Legitimate
1267,Health,Liability,Suburban,Yes,No,Yes,39.0,6.0,0,9.6,119207.0,135782.0,0.243,622.4634859105081,Legitimate
1268,Property,Theft,Suburban,No,No,Yes,42.0,15.1,4,1.2,124523.0,129570.0,0.349,800.3870865070317,Legitimate
1269,Health,Medical,Rural,Yes,No,,65.0,3.6,1,9.8,42119.0,47139.0,0.256,673.7762340956047,Legitimate
1270,Life,Fire,Rural,No,No,,46.0,3.3,2,5.7,83210.0,74362.0,0.267,695.3879858300488,Legitimate
1271,Health,Collision,Urban,Yes,No,Yes,55.0,11.2,0,4.6,163711.0,175177.0,0.275,639.2477301273716,Legitimate
1272,Property,Theft,Urban,Yes,No,Yes,23.0,8.3,2,8.8,68092.0,72727.0,0.32,636.7505059819239,Legitimate
1273,Health,Medical,Rural,Yes,No,,56.0,9.1,1,1.3,71864.0,63601.0,0.182,594.7770517020582,Legitimate
1274,Health,Collision,Suburban,Yes,No,No,54.0,1.5,0,6.1,142276.0,136911.0,0.385,575.4143201236845,Legitimate
1275,Health,Theft,Urban,Yes,No,No,33.0,8.3,2,10.0,100976.0,96671.0,0.236,664.2053743933762,Legitimate
1276,Auto,Medical,Suburban,Yes,No,,41.0,5.8,1,9.4,148816.0,129307.0,0.462,717.8768462018644,Legitimate
1277,Auto,Theft,Rural,Yes,No,Yes,25.0,8.7,2,17.2,193312.0,192311.0,0.167,688.0082286854847,Legitimate
1278,Health,Liability,Rural,Yes,No,Yes,44.0,5.8,1,10.5,20665.0,22831.0,0.413,502.95604789604215,Legitimate
1279,Health,Liability,Suburban,No,No,Yes,42.0,8.6,5,6.8,363244.0,383635.0,0.167,743.876765666983,Legitimate
1280,Auto,Medical,Urban,No,No,,48.0,22.3,3,4.5,115177.0,119470.0,0.175,,Legitimate
1281,Health,Collision,Suburban,No,Yes,Yes,41.0,1.8,1,11.7,137106.0,130214.0,0.392,718.9317835975558,Fraudulent
1282,Auto,Collision,Urban,Yes,No,Yes,52.0,10.6,1,4.6,155733.0,159806.0,0.545,608.8848758234357,Legitimate
1283,Life,Medical,Urban,No,No,,41.0,14.5,1,8.1,35752.0,33866.0,0.304,680.709499867823,Legitimate
1284,Life,Collision,Urban,No,No,,52.0,3.1,2,8.3,120935.0,115880.0,0.264,598.5452049595533,Legitimate
1285,Auto,Theft,Urban,No,No,No,32.0,4.7,0,2.5,274308.0,291351.0,0.229,727.0649239505766,Legitimate
1286,Auto,Theft,Urban,Yes,No,Yes,30.0,2.9,0,2.9,81132.0,89408.0,0.249,734.8552028041778,Legitimate
1287,Health,Theft,Suburban,No,No,No,30.0,5.7,1,11.0,606733.0,581152.0,0.229,677.9198731971281,Legitimate
1288,Health,Medical,Urban,No,No,,39.0,12.8,0,4.9,43415.0,43953.0,0.179,564.0694166113685,Legitimate
1289,Auto,Medical,Rural,No,No,,35.0,9.6,1,4.1,61164.0,61341.0,0.428,634.5992891443683,Legitimate
1290,Life,Fire,Suburban,No,No,,55.0,5.9,0,6.8,82830.0,79277.0,0.369,587.6899168600755,Legitimate
1291,Health,Collision,Rural,No,No,No,48.0,4.5,0,1.1,221272.0,230210.0,0.263,587.3625605189383,Legitimate
1292,Auto,Collision,Suburban,Yes,No,No,61.0,6.2,1,0.9,285655.0,312418.0,0.169,637.8055514216861,Legitimate
1293,Auto,Liability,Suburban,Yes,No,Yes,41.0,3.3,0,2.2,135616.0,147192.0,0.492,690.3754228080627,Legitimate
1294,Life,Medical,Urban,Yes,No,,40.0,7.4,0,9.1,87168.0,91547.0,0.369,670.7987201259652,Legitimate
1295,Health,Collision,Urban,No,No,Yes,45.0,1.3,1,2.2,158586.0,160385.0,0.455,573.6903782288593,Legitimate
1296,Life,Medical,Suburban,No,No,,45.0,1.1,1,2.2,258773.0,254999.0,0.207,504.90952042465165,Legitimate
1297,Health,Collision,Suburban,Yes,No,Yes,30.0,3.3,1,5.8,86773.0,84443.0,0.255,756.063702967301,Legitimate
1298,Auto,Medical,Suburban,Yes,No,,36.0,1.5,1,2.1,138223.0,115819.0,0.695,522.880078541686,Legitimate
1299,Auto,Medical,Urban,No,No,,27.0,3.7,0,5.3,304466.0,287319.0,0.733,,Legitimate
1300,Auto,Theft,Urban,Yes,No,Yes,66.0,1.8,1,6.9,166254.0,148008.0,0.246,705.8375317249058,Legitimate
1301,Life,Liability,Suburban,Yes,No,,37.0,0.7,2,10.0,97352.0,104042.0,0.548,578.8421993000553,Legitimate
1302,Auto,Medical,Rural,Yes,No,,52.0,2.4,2,4.8,41201.0,46813.0,0.172,584.1502244965823,Legitimate
1303,Auto,Theft,Suburban,Yes,No,Yes,38.0,0.7,2,3.4,314151.0,286799.0,0.421,544.8573495904726,Legitimate
1304,Auto,Collision,Urban,No,No,Yes,63.0,4.5,3,18.0,57901.0,61779.0,0.614,582.8331482118833,Fraudulent
1305,Health,Collision,Urban,No,No,No,34.0,6.6,0,4.5,190449.0,185167.0,0.199,655.9719098893709,Legitimate
1306,Life,Collision,Rural,No,No,,50.0,6.8,1,10.9,143260.0,143953.0,0.429,715.7380268333317,Legitimate
1307,Property,Collision,Urban,No,No,Yes,18.0,8.0,0,5.3,33658.0,32217.0,0.306,566.7403320834426,Legitimate
1308,Property,Liability,Rural,No,No,Yes,45.0,1.7,2,3.7,66787.0,68045.0,0.185,649.5783116976704,Legitimate
1309,Health,Medical,Urban,No,No,,39.0,5.2,1,18.0,108278.0,114634.0,0.81,633.9994542529421,Legitimate
1310,Health,Collision,Suburban,No,No,No,22.0,7.0,1,4.2,272941.0,276517.0,0.463,635.7129650514349,Legitimate
1311,Auto,Medical,Urban,Yes,No,,26.0,4.1,0,7.8,219288.0,200382.0,0.202,567.2497597678438,Legitimate
1312,Health,Theft,Rural,Yes,No,No,27.0,13.0,0,2.4,388957.0,381514.0,0.181,739.1365877233737,Legitimate
1313,Life,Collision,Suburban,Yes,No,,40.0,10.0,0,3.6,46016.0,47073.0,0.187,669.1310873545352,Legitimate
1314,Auto,Theft,Urban,No,No,Yes,48.0,6.9,2,2.9,265811.0,269936.0,0.326,756.8246316779794,Legitimate
